0,656.195,1556.3,1352.78,1660.87,991.104,418.244,1874.04,1396.82,1233.1,1276,1044,844.493,883.43,836.488,259.384,1476.44,2132.63,1611.52,1148.34,1560.62,1415.96,1401.63,1249.36,3321.73,2284.94,1774.46,3764.2,3792.69,1453.48,1628.14,4114.32,3528,1888.34,1165.79,1037.54,883.43,2320,2132.63,1724.46,1069.47,2320,1648.67,2167.06,2498.72,4153.38,3268.65,3535.62,3603.48,1050.42,1069.47,2091.22,3411.66,2065.32,3266.59,1982.21,1640.49,2624.78,3235.55,2678.07,2698.09,2864.99,9304.62,2708.05,5833.54,3395.85,2678.07,3603.48,5020.27,4537.36,4158.24,1870.44,2805.67,2737.7,4547.73,3506.96,2391.4,3381.95,2311.28,2479.8,4915.99,6808.52,6827.27,4697.64,7345.65,7488.97,7446.62,7631.35,6089.72,2348.82,2705.56,6406.31,4778.58,4518.05,4277.87,6704.96,5926.23,12003.6,7540,2138.93,11020.6,10722.9,2645.21,7007.21,591.486,883.43,9752.97,1094.34,6433.56,5851.97,6564,6149.09,3899.39,812,1100.47,2422.15,4111.05,3642.47,8622.32,820.244,1556.3,3640.63,4721.93,2345.95,5096.08,5911.45,6612,
656.195,0,1870.44,1995.74,1165.79,1611.52,844.493,2490.63,1944.51,1357.75,1800.8,1577.77,778.152,1281.26,1485.52,624.679,2132.63,2788.83,2252.31,1804.54,2216.18,2065.32,2029.17,1870.44,3601.61,2593.84,2207.05,3945.71,4079.84,1755.4,2116.8,4417.15,3778.47,1972,905.989,1037.54,883.43,2498.72,2231.3,1560.62,1296.92,2320,1712.72,1628.14,1913.12,3506.96,2650.29,2881.38,2964.25,676.39,418.244,1660.87,2767.03,1415.96,2786.42,1411.2,984.293,2705.56,3612.8,3036.01,2982.35,3185.25,9953.04,2767.03,5559.54,3044.86,3274.82,4247.88,5674.52,5179.89,4772.95,2509.46,3443.07,3387.91,5199.34,4153.38,3044.86,3994.85,2909.27,3044.86,5514.58,7377.64,7373.08,5300.58,7923.74,8070.13,8037.55,8228.64,6072.02,2690.6,2934.59,6406.31,4292,3862.99,3964.42,7341.07,5908.03,11976.7,7475.48,2188.68,11489.3,11237.6,2100.85,7315.36,1194.29,1512.45,9131.64,1740,7056,6422.04,5908.03,5502.36,3787.36,1357.75,997.87,2793.65,4697.64,2993.61,9277.82,1050.42,956.561,3856.02,4571.34,1859.62,5179.89,6492.89,6165.48,
1556.3,1870.44,0,1411.2,1972,1142.47,1142.47,1434.84,812,624.679,705.6,2228.29,1165.79,2302.53,1352.78,1815.69,1774.46,2207.05,1508,1615.69,1755.4,1525.74,1281.26,1182.97,4640,3623.96,2993.61,5173.39,5084.19,2872.03,2767.03,5373.69,4873.38,3411.66,2678.07,2593.84,2438.76,3776.69,3642.47,3274.82,2575.62,3861.25,3185.25,3481.93,3719.24,4666.03,3642.47,4203.3,4086.43,1547.63,2091.22,2052.25,3959.32,3071.26,3088.74,2388.59,2593.84,1249.36,1743.86,1165.79,1142.47,1322.6,9182.34,1357.75,4884.41,2824.78,1902.54,3123.4,4635.65,3967.81,3364,1640.49,2334.45,2458,4512.09,3642.47,2554.64,3829.76,2982.35,3266.59,5341.04,7311.68,7427.62,5109.27,6279.02,6433.56,6434.6,6647.52,4697.64,820.244,1160,4989.35,6152.38,5291.69,5800,5992.83,7447.53,13515.9,6187.27,928,11812.7,11373.3,3944,5466.79,1148.34,1194.29,10753,1357.75,5616.13,4772.95,7175.14,6580.38,2730.32,905.989,1100.47,928,4645.8,4217.68,8190.13,820.244,2200.95,5020.27,6277.95,2380.12,3612.8,6384.22,8034.2,
1352.78,1995.74,1411.2,0,2767.03,418.244,1233.1,580,624.679,1660.87,705.6,1211.08,1770.66,1512.45,518.768,1508,366.824,883.43,259.384,366.824,348,116,164.049,232,3448.93,2509.46,1834.12,4060,3856.02,1944.51,1577.77,4114.32,3699.29,2617.08,2391.4,2100.85,2002.47,2803.27,2788.83,2786.42,1859.62,3095.27,2460.73,3489.65,3840.28,5423.54,4477.66,4840.13,4856.79,2157.72,2391.4,3062.49,4681.86,3411.66,4222.46,3155.54,2971.05,2645.21,2482.51,2052.25,2252.31,2302.53,8078.47,2757.29,6290.79,4119.23,1396.82,2252.31,3692.01,3185.25,2824.78,518.768,1453.48,1396.82,3323.76,2348.82,1211.08,2438.76,1577.77,1874.04,3971.2,5934.17,6032,3740.89,6052.04,6190.53,6134.85,6311.08,6018.6,1834.12,2388.59,6287.59,6028.65,5851.97,5341.04,5352.37,6489.78,12487.1,7522.13,2331.57,10402.6,9976.67,3964.42,6230.61,820.244,492.146,11102.7,259.384,5088.16,4577.23,7876.05,7411.3,4140.4,778.152,1920.14,1811.98,3248,4924.2,7300.63,1401.63,2793.65,3876.9,5544.99,3371.99,4858.17,5009.53,7803.1,
1660.87,1165.79,1972,2767.03,0,2348.82,1556.3,3121.24,2460.73,1352.78,2296.68,2690.6,997.87,2436,2334.45,1743.86,3009.3,3640.63,2993.61,2698.09,3064.68,2864.99,2737.7,2575.62,4756,3757.04,3364,5064.3,5234.16,2920.81,3256.28,5574.04,4924.2,3082.2,1920.14,2167.06,2025.85,3633.23,3339.91,2546.72,2460.73,3371.99,2824.78,2029.17,2091.22,2717.97,1724.46,2231.3,2138.93,624.679,883.43,518.768,1995.74,1322.6,1624,418.244,935.222,2216.18,3573.48,3011.54,2822.4,3071.26,10845.2,2231.3,4462.61,1920.14,3787.36,4924.2,6416.8,5824.31,5290.41,3225.13,4104.5,4130.64,6087.51,5084.19,3944,5025.63,3967.81,4140.4,6567.08,8468.79,8487.05,6346.16,8249.06,8404.2,8406.6,8619.2,5245.71,2678.07,2678.07,5598.13,4558.08,3321.73,4600.68,7916.95,6867.55,12890.6,6570.15,1740,12646.1,12374.5,2391.4,6994.71,1972,2287.88,8803.78,2546.72,7564.94,6743.98,5220,4676.11,2900,1995.74,905.989,2824.78,5768.59,2252.31,10019.1,1396.82,418.244,4989.35,5413.61,696,4524,7569.39,6471.1,
991.104,1611.52,1142.47,418.244,2348.82,0,820.244,883.43,518.768,1281.26,492.146,1160,1352.78,1357.75,259.384,1182.97,705.6,1296.92,656.195,478.28,733.648,518.768,418.244,259.384,3535.62,2544.08,1888.34,4104.5,3967.81,1870.44,1648.67,4247.88,3776.69,2498.72,2100.85,1859.62,1740,2767.03,2698.09,2562.52,1688.99,2973.31,2311.28,3155.54,3489.65,5009.53,4060,4432.35,4441.45,1740,1995.74,2650.29,4268.42,3024.91,3815.68,2737.7,2575.62,2391.4,2490.63,1995.74,2132.63,2228.29,8496.55,2498.72,5971.47,3740.89,1688.99,2645.21,4101.22,3573.48,3168.31,905.989,1834.12,1804.54,3740.89,2757.29,1615.69,2805.67,1870.44,2138.93,4348.07,6302.55,6384.22,4119.23,6358.87,6501.18,6456.52,6640.43,5828.93,1724.46,2228.29,6112.88,5741.71,5453.23,5136.85,5729.98,6467.98,12504.9,7323.63,2025.85,10722.9,10324.7,3633.23,6279.02,418.244,116,10738.6,232,5447.06,4869.24,7468.27,6995.68,3856.02,366.824,1508,1740,3603.48,4512.09,7710.29,991.104,2380.12,3937.17,5430.98,2957.43,4710.51,5381.2,7548.03,
418.244,844.493,1142.47,1233.1,1556.3,820.244,0,1672.98,1100.47,836.488,956.561,1322.6,591.486,1254.73,778.152,676.39,1453.48,2091.22,1476.44,1142.47,1512.45,1322.6,1233.1,1069.47,3684.71,2647.75,2091.22,4153.38,4150.14,1834.12,1913.12,4464.12,3899.39,2302.53,1547.63,1453.48,1296.92,2717.97,2544.08,2132.63,1476.44,2737.7,2065.32,2460.73,2757.29,4190.47,3250.07,3612.8,3623.96,935.222,1194.29,1913.12,3448.93,2231.3,3095.27,1930.62,1770.66,2216.18,2843.77,2279.04,2284.94,2458,9298.11,2302.53,5514.58,3134.15,2438.76,3460.61,4921.46,4385.05,3944,1724.46,2645.21,2624.78,4537.36,3528,2388.59,3489.65,2460.73,2670.52,5036.32,6961.93,7007.21,4812.25,7079.8,7226.53,7195.74,7388.57,5688.73,1944.51,2287.88,6001.81,5109.27,4640,4670.35,6531.12,6341.92,12418.5,7146.96,1740,11261.6,10926.2,2936.89,6602.84,418.244,742.762,9965.2,997.87,6230.61,5577.66,6648.53,6178.57,3528,518.768,812,2025.85,4254.21,3692.01,8530.54,418.244,1560.62,4021.71,5138.16,2200.95,4681.86,6052.04,6963.87,
1874.04,2490.63,1434.84,580,3121.24,883.43,1672.98,0,676.39,1870.44,836.488,1774.46,2132.63,2091.22,1069.47,2055.53,778.152,844.493,366.824,935.222,676.39,591.486,478.28,624.679,3897.67,3009.3,2334.45,4537.36,4277.87,2504.1,2075.07,4512.09,4153.38,3185.25,2957.43,2678.07,2575.62,3339.91,3347.96,3366,2438.76,3662.74,3036.01,4035.07,4372.75,5824.31,4845.69,5272.58,5249.56,2544.08,2864.99,3345.95,5088.16,3899.39,4462.61,3528,3443.07,2554.64,2052.25,1712.72,1982.21,1972,7785.84,2670.52,6264,4255.79,820.244,1804.54,3297.34,2717.97,2284.94,259.384,984.293,1037.54,3082.2,2216.18,1182.97,2479.8,1834.12,2157.72,3945.71,5917.14,6059.82,3713.81,5486.44,5626.9,5577.66,5759.26,5773.26,1577.77,2167.06,6019.72,6598.76,6311.08,5920.55,4858.17,7003.36,12965.6,7281.25,2345.95,10489.5,10000.2,4512.09,5729.98,1296.92,991.104,11620.9,820.244,4565.45,4004.94,8304.34,7796.2,4066.62,1160,2228.29,1508,3299.38,5337.26,6897.86,1724.46,3208.4,4343.42,6105.17,3668.24,4565.45,4989.35,8380.95,
1396.82,1944.51,812,624.679,2460.73,518.768,1100.47,676.39,0,1194.29,164.049,1672.98,1485.52,1874.04,778.152,1624,991.104,1396.82,696,905.989,956.561,733.648,478.28,418.244,4020.03,3044.86,2380.12,4605.07,4441.45,2388.59,2132.63,4710.51,4265.27,3016,2552,2345.95,2216.18,3283.03,3216.78,3051.48,2200.95,3489.65,2824.78,3548.92,3856.02,5173.39,4184.05,4640,4596.29,1902.54,2284.94,2670.52,4441.45,3321.73,3787.36,2872.03,2853.22,2025.85,1972,1485.52,1648.67,1724.46,8461.64,2138.93,5694.64,3601.61,1352.78,2466.19,3967.81,3364,2864.99,844.493,1648.67,1712.72,3748.07,2843.77,1743.86,3018.23,2200.95,2498.72,4529.94,6500.14,6616.07,4298.27,5979.35,6126.07,6096.35,6290.79,5397.43,1233.1,1770.66,5669.78,6175.3,5694.64,5626.9,5475.4,6984.12,13015.3,6899.81,1740,11007.8,10561.7,4026.72,5760.42,812,624.679,11059.6,656.195,5152.54,4477.66,7663.91,7136.59,3528,591.486,1560.62,1233.1,3835.02,4693.34,7562.27,1069.47,2575.62,4432.35,5946.63,2993.61,4247.88,5572.83,8004.84,
1233.1,1357.75,624.679,1660.87,1352.78,1281.26,836.488,1870.44,1194.29,0,1037.54,2132.63,591.486,2091.22,1396.82,1476.44,1985.6,2533.48,1834.12,1740,2002.47,1774.46,1577.77,1434.84,4518.05,3481.93,2909.27,4989.35,4981.25,2670.52,2715.49,5291.69,4734.73,3116.93,2231.3,2228.29,2065.32,3550.81,3364,2864.99,2302.53,3535.62,2872.03,2920.81,3132,4060,3044.86,3582.88,3480,935.222,1512.45,1485.52,3345.95,2460.73,2593.84,1770.66,1985.6,1396.82,2322.9,1743.86,1640.49,1859.62,9655.91,1476.44,4731.89,2460.73,2460.73,3642.47,5151.24,4518.05,3950.82,2025.85,2831.92,2906.95,4935.11,3999.9,2869.68,4086.43,3134.15,3381.95,5626.9,7583.6,7663.91,5397.43,6902.73,7056.96,7056,7267.38,4856.79,1396.82,1577.77,5173.39,5587.3,4668.91,5322.11,6580.38,7147.9,13226.5,6311.08,905.989,11984,11602.3,3371.99,5964.7,1069.47,1276,10128.6,1512.45,6217.64,5396.18,6567.08,5992.83,2698.09,928,478.28,1525.74,4884.41,3603.48,8733.19,418.244,1577.77,4858.17,5889.79,1811.98,3876.9,6661.67,7481.78,
